School Name,State,Region,College_Type,Tuition_In,Tuition_Out,Cost of Attendance (Academic),Highest Degree Awarded,Mean Earnings,10th Percentile Earnings,25th Percentile Earnings,Median Earnings,75th Percentile Earnings,90th Percentile Earnings
Spartan College of Aeronautics and Technology,OK,Southwest,Private,17975.0,17975.0,27642.0,Engineering Technology,51300,9800,26600,44600,68000,80000
Northeastern State University,OK,Southwest,Public,6327.0,14022.0,16337.0,Business Marketing,41000,8600,22900,35800,51900,69200
Northern Oklahoma College,OK,Southwest,Public,3865.0,9985.0,11661.0,Health,35800,5200,16700,30900,47800,65900
Northeastern Oklahoma A&M College,OK,Southwest,Public,4448.0,10238.0,14856.0,Health,34200,5000,16400,30500,45000,63800
Northwestern Oklahoma State University,OK,Southwest,Public,7066.0,14183.0,15057.0,Business Marketing,41700,10000,22200,36400,53600,73600
Oklahoma Christian University,OK,Southwest,Private,21670.0,21670.0,32471.0,Business Marketing,43300,8900,23900,38500,56100,77900
Oklahoma Panhandle State University,OK,Southwest,Public,6196.0,6196.0,17335.0,Agriculture,40800,7800,23400,36700,55300,74600
Oklahoma State University-Main Campus,OK,Southwest,Public,8738.0,23776.0,22868.0,Business Marketing,55300,11900,30600,46500,70700,92800
Oklahoma State University-Oklahoma City,OK,Southwest,Public,3836.0,10574.0,12178.0,Mutlidiscipline,39300,7100,17900,33900,52500,74500
Oklahoma Baptist University,OK,Southwest,Private,26840.0,26840.0,37623.0,Education,45000,8000,25300,40500,56600,66100
Oklahoma City Community College,OK,Southwest,Public,3909.0,9442.0,12765.0,Humanities,38200,8200,19500,33200,50700,70800
Oklahoma City University,OK,Southwest,Private,30726.0,30726.0,45913.0,Health,51100,11200,26500,42800,67200,86900
University of Oklahoma-Norman Campus,OK,Southwest,Public,11538.0,26919.0,27205.0,Business Marketing,61900,13900,32800,51100,76600,105000
Oklahoma State University Institute of Technology,OK,Southwest,Public,5250.0,10860.0,14169.0,Mechanic,42700,7900,19400,35300,58700,73800
Oral Roberts University,OK,Southwest,Private,26792.0,26792.0,39032.0,Business Marketing,43100,7200,22800,37600,55500,78200
Rogers State University,OK,Southwest,Public,6870.0,15210.0,18916.0,Business Marketing,39300,6300,19400,34000,51200,66100
Rose State College,OK,Southwest,Public,4124.0,10501.0,14592.0,Health,36300,6700,18100,32900,48900,66100
University of Science and Arts of Oklahoma,OK,Southwest,Public,7200.0,17550.0,17184.0,Education,36400,4700,18400,32000,45100,64900
Seminole State College,OK,Southwest,Public,4440.0,10380.0,16822.0,Humanities,32900,5500,15400,28100,43000,59500
Southeastern Oklahoma State University,OK,Southwest,Public,6750.0,15390.0,15351.0,Engineering Technology,41000,9100,21900,35800,52600,67100
Southwestern Oklahoma State University,OK,Southwest,Public,7005.0,13905.0,18868.0,Health,48200,7400,23500,39300,61200,97700
Tulsa Community College,OK,Southwest,Public,3221.0,8237.0,12287.0,Health,36900,5600,17500,32900,50000,67900
University of Tulsa,OK,Southwest,Private,41509.0,41509.0,56173.0,Engineering,60500,10000,29000,48500,78400,96900
Western Oklahoma State College,OK,Southwest,Public,3878.0,9027.0,12230.0,Humanities,35400,5900,15800,29600,48300,67100
The Art Institute of Portland,OR,Far West,Private,17410.0,17410.0,27341.0,Visual Performing,38700,5600,17900,33900,52100,72500
Blue Mountain Community College,OR,Far West,Public,5998.0,15268.0,15557.0,Humanities,34900,6300,16900,30200,46500,63700
Central Oregon Community College,OR,Far West,Public,3699.0,9855.0,15434.0,Humanities,36900,4700,16500,32300,52000,67900
Chemeketa Community College,OR,Far West,Public,4500.0,11790.0,9841.0,Humanities,35600,4900,17200,32000,48300,66300
Clackamas Community College,OR,Far West,Public,4614.0,12399.0,8912.0,Humanities,37900,6000,17500,33400,51400,73700
Clatsop Community College,OR,Far West,Public,4014.0,7578.0,14788.0,Health,31800,3600,14600,27100,43400,62400
Concordia University-Portland,OR,Far West,Private,30270.0,30270.0,39880.0,Health,49100,7400,27500,43300,59000,87400
Eastern Oregon University,OR,Far West,Public,8362.0,19682.0,20491.0,Business Marketing,44100,9100,23700,41200,57600,73900
George Fox University,OR,Far West,Private,35016.0,35016.0,46653.0,Business Marketing,51000,10400,28000,45100,66700,85000
Lane Community College,OR,Far West,Public,4650.0,10068.0,11331.0,Humanities,35000,4400,16000,30600,47200,63800
Lewis & Clark College,OR,Far West,Private,46988.0,46988.0,61382.0,Social science,55000,10000,29000,46200,63800,87800
Linfield College-McMinnville Campus,OR,Far West,Private,41682.0,41682.0,54479.0,Business Marketing,60300,15000,35400,55200,81400,91200
Linn-Benton Community College,OR,Far West,Public,4731.0,10538.0,13067.0,Humanities,37200,5000,17300,32300,49600,69800
Mt Hood Community College,OR,Far West,Public,5126.0,10031.0,11598.0,Humanities,38100,6000,18000,33400,51000,71000
Multnomah University,OR,Far West,Private,24680.0,24680.0,36905.0,Theology,38100,3700,17200,34100,51300,66000
Northwest Christian University,OR,Far West,Private,28680.0,28680.0,38108.0,Business Marketing,45700,7300,27000,43100,57000,85100
Oregon Institute of Technology,OR,Far West,Public,9982.0,28367.0,22466.0,Health,57800,13100,33300,56600,78800,92500
Oregon State University,OR,Far West,Public,10797.0,29457.0,26121.0,Engineering,56700,12800,30900,49600,73500,91800
University of Oregon,OR,Far West,Public,11931.0,34611.0,24570.0,Social science,51300,10500,27700,44800,65300,84400
Pacific Northwest College of Art,OR,Far West,Private,36440.0,36440.0,49411.0,Visual Performing,37400,2500,14100,27400,43700,60700
Pacific University,OR,Far West,Private,42594.0,42594.0,55606.0,Health,51400,9300,30200,46600,64300,81600
Portland Community College,OR,Far West,Public,4088.0,8840.0,14507.0,Humanities,41200,5400,19200,36100,56000,75900
Portland State University,OR,Far West,Public,8783.0,26130.0,19170.0,Business Marketing,50800,8700,25800,44700,67100,89500
University of Portland,OR,Far West,Private,44026.0,44026.0,58634.0,Health,62500,12800,39500,58800,82000,93900
Reed College,OR,Far West,Private,54200.0,54200.0,67235.0,Social science,52700,8500,24600,42200,59500,83200
Rogue Community College,OR,Far West,Public,4344.0,5172.0,12906.0,Humanities,32900,3500,13500,27500,45300,61400
Pioneer Pacific College,OR,Far West,Private,13338.0,13338.0,25803.0,Health,31100,5900,15800,30500,41500,57900
Southern Oregon University,OR,Far West,Public,9287.0,24630.0,15364.0,Business Marketing,43400,8600,22000,39000,56500,74800
Southwestern Oregon Community College,OR,Far West,Public,5942.0,5942.0,15052.0,Humanities,36200,4500,18200,31400,46800,67400
Treasure Valley Community College,OR,Far West,Public,5445.0,5895.0,16509.0,Humanities,32000,6900,15500,27200,43200,61100
Umpqua Community College,OR,Far West,Public,4991.0,9515.0,14285.0,Humanities,34600,5000,15900,29300,46600,67400
Warner Pacific University,OR,Far West,Private,24500.0,24500.0,35606.0,Business Marketing,45200,7400,24500,41000,61300,75700
Corban University,OR,Far West,Private,31640.0,31640.0,43165.0,Education,40200,4900,21700,37600,54800,77300
Willamette University,OR,Far West,Private,48158.0,48158.0,60503.0,Social science,57900,13500,34700,51100,69800,96500
Western Oregon University,OR,Far West,Public,9198.0,25653.0,22675.0,Business Marketing,43400,9800,24700,39700,56100,70900
Albright College,PA,Mid East,Private,43454.0,43454.0,55167.0,Business Marketing,51400,16100,31900,46700,65400,90400
Community College of Allegheny County,PA,Mid East,Public,4198.0,10953.0,12926.0,Health,35800,5900,17100,32000,49100,63700
Allegheny College,PA,Mid East,Private,45970.0,45970.0,58685.0,Biological,56800,17200,34300,50900,71600,94700
DeSales University,PA,Mid East,Private,35900.0,35900.0,48987.0,Business Marketing,54700,15900,32500,49700,70100,92200
Alvernia University,PA,Mid East,Private,33640.0,33640.0,44970.0,Health,47300,11500,31000,44500,63400,75300
Antonelli Institute,PA,Mid East,Private,19890.0,19890.0,33338.0,Visual Performing,28100,6100,15800,25400,38800,53100
The Art Institute of Philadelphia,PA,Mid East,Private,17914.0,17914.0,30404.0,Visual Performing,34900,5900,15800,30600,47400,67400
The Art Institute of Pittsburgh,PA,Mid East,Private,17626.0,17626.0,30478.0,Visual Performing,38100,5300,17900,33000,49900,66900
Clarks Summit University,PA,Mid East,Private,23890.0,23890.0,30937.0,Theology,35200,4100,19800,32000,47700,61500
Community College of Beaver County,PA,Mid East,Public,5880.0,16740.0,14557.0,Health,44900,6700,18300,34700,58500,89300
Arcadia University,PA,Mid East,Private,42330.0,42330.0,55841.0,Biological,48000,12500,28300,44100,60600,81700
Bloomsburg University of Pennsylvania,PA,Mid East,Public,10500.0,21980.0,23406.0,Business Marketing,48100,14100,29500,44500,60800,75900
Bradford School,PA,Mid East,Private,15380.0,15380.0,21113.0,Health,29000,6100,14900,27300,38400,51900
Bryn Mawr College,PA,Mid East,Private,50500.0,50500.0,66160.0,Social science,61000,18000,34000,54600,72900,108700
Bucknell University,PA,Mid East,Private,53986.0,53986.0,67600.0,Social science,82400,24000,49000,70800,99900,131700
Bucks County Community College,PA,Mid East,Public,4418.0,11858.0,12214.0,Business Marketing,42300,7600,22500,38600,57800,73700
Butler County Community College,PA,Mid East,Public,4800.0,10800.0,9564.0,Business Marketing,35200,7200,18000,31100,46400,62900
Cabrini University,PA,Mid East,Private,31350.0,31350.0,44282.0,Business Marketing,49600,11900,28500,46600,65000,82600
California University of Pennsylvania,PA,Mid East,Public,10840.0,15326.0,24526.0,Health,44800,9700,26900,41600,56200,69600
Carlow University,PA,Mid East,Private,28596.0,28596.0,39714.0,Health,44200,12200,24500,39700,57100,72200
Carnegie Mellon University,PA,Mid East,Private,53910.0,53910.0,67980.0,Engineering,103000,18900,46700,83600,125400,172000
Cedar Crest College,PA,Mid East,Private,38092.0,38092.0,47704.0,Health,48700,13700,28900,46700,64200,78000
Central Penn College,PA,Mid East,Private,18174.0,18174.0,26013.0,Health,37700,9300,19900,35300,49100,59100
Chatham University,PA,Mid East,Private,36510.0,36510.0,49144.0,Health,43400,7100,23600,36600,53900,72500
Chestnut Hill College,PA,Mid East,Private,35180.0,35180.0,48381.0,Public Admin,46800,8700,27800,43600,62300,78000
Cheyney University of Pennsylvania,PA,Mid East,Public,12104.0,18386.0,27153.0,Social science,31600,5200,15200,29400,43200,57000
Clarion University of Pennsylvania,PA,Mid East,Public,10890.0,15636.0,24315.0,Health,40600,12100,23900,37900,51500,67100
Dean Institute of Technology,PA,Mid East,Private,14550.0,14550.0,25520.0,Construction,40100,6700,20800,37600,52900,73700
Delaware County Community College,PA,Mid East,Public,5291.0,12830.0,14243.0,Health,42000,8000,20300,36900,57000,77400
Delaware Valley University,PA,Mid East,Private,38000.0,38000.0,52203.0,Agriculture,44700,11800,26600,42100,58900,79600
Dickinson College,PA,Mid East,Private,52955.0,52955.0,66660.0,Social science,64100,19900,39800,57400,77700,97500
Douglas Education Center,PA,Mid East,Private,16029.0,16029.0,31561.0,Personal Culinary,26300,5800,12800,23400,36200,44800
Drexel University,PA,Mid East,Private,52002.0,52002.0,69462.0,Health,78000,16600,43700,68800,94900,106300
Duquesne University,PA,Mid East,Private,36394.0,36394.0,50073.0,Health,68200,20800,39300,58500,87900,118800
East Stroudsburg University of Pennsylvania,PA,Mid East,Public,10098.0,21778.0,21821.0,Health,47200,11800,29600,44600,60400,71000
Eastern University,PA,Mid East,Private,32145.0,32145.0,44446.0,Business Marketing,48100,11700,24600,42500,65300,90800
Edinboro University of Pennsylvania,PA,Mid East,Public,10282.0,14668.0,21887.0,Visual Performing,38100,9100,22400,35400,48600,65200
Elizabethtown College,PA,Mid East,Private,45350.0,45350.0,55898.0,Business Marketing,55000,18000,36800,51300,68200,86000
Aria Health School of Nursing,PA,Mid East,Private,18585.0,18585.0,25891.0,Health,58400,17100,36500,66300,76200,86800
Franklin and Marshall College,PA,Mid East,Private,54380.0,54380.0,67813.0,Social science,69200,16900,40300,58900,88100,107000
Gannon University,PA,Mid East,Private,30932.0,30932.0,42638.0,Health,55100,15900,31900,48100,69800,91100
Geneva College,PA,Mid East,Private,26070.0,26070.0,36438.0,Business Marketing,43300,8200,24900,38700,55300,76300
Gettysburg College,PA,Mid East,Private,52640.0,52640.0,64500.0,Social science,66300,18100,38800,56100,82200,100100
Gwynedd Mercy University,PA,Mid East,Private,33600.0,33600.0,43442.0,Health,56500,14600,35100,54300,75900,87600
Harcum College,PA,Mid East,Private,23670.0,23670.0,35261.0,Health,47700,7700,28100,45100,64000,67300
Harrisburg Area Community College,PA,Mid East,Public,6473.0,9225.0,14403.0,Health,37800,7700,20900,34900,50200,65200
Haverford College,PA,Mid East,Private,52994.0,52994.0,69387.0,Social science,75100,15900,41900,60700,83400,117600
Holy Family University,PA,Mid East,Private,30346.0,30346.0,37083.0,Health,54300,15400,33200,52700,73600,81800
Immaculata University,PA,Mid East,Private,27350.0,27350.0,53064.0,Health,54700,10100,31700,50600,72800,90200
Indiana University of Pennsylvania-Main Campus,PA,Mid East,Public,12119.0,17271.0,26254.0,Business Marketing,44200,11100,26400,40800,56500,70900
Johnson College,PA,Mid East,Private,18567.0,18567.0,24037.0,Mechanic,40900,6800,21700,40500,52600,68500
Juniata College,PA,Mid East,Private,43875.0,43875.0,55645.0,Business Marketing,56800,17700,32700,49200,71900,82800
Keystone College,PA,Mid East,Private,26670.0,26670.0,38116.0,Business Marketing,36800,8400,21400,33100,48500,62700
King's College,PA,Mid East,Private,35830.0,35830.0,48168.0,Business Marketing,57500,18000,33800,51000,73100,95500
Kutztown University of Pennsylvania,PA,Mid East,Public,9987.0,13975.0,24614.0,Business Marketing,43900,13700,26800,41600,56200,71700
La Roche University,PA,Mid East,Private,27720.0,27720.0,40389.0,Health,42800,9400,26000,40400,54500,71600
La Salle University,PA,Mid East,Private,29500.0,29500.0,53501.0,Business Marketing,61100,14600,38000,58000,79200,93300
Lackawanna College,PA,Mid East,Private,15160.0,15160.0,24646.0,Security law,36400,4500,18500,32700,50300,64800
Lafayette College,PA,Mid East,Private,51600.0,51600.0,66105.0,Social science,80500,25000,48700,68600,101900,124300
Lancaster Bible College,PA,Mid East,Private,22580.0,22580.0,31629.0,Theology,37900,7300,23000,34300,49400,64100
Lansdale School of Business,PA,Mid East,Private,10800.0,10800.0,23124.0,Health,32500,7200,17300,29500,41500,63700
Lebanon Valley College,PA,Mid East,Private,42180.0,42180.0,53563.0,Business Marketing,48500,18000,32100,45800,61100,79300
Lehigh Carbon Community College,PA,Mid East,Public,3990.0,10530.0,9732.0,Health,36400,6800,19200,33000,49100,64000
Platt College-Berks Technical Institute,PA,Mid East,Private,11260.0,11260.0,21476.0,Health,31400,7700,16200,29000,43500,57100
Lehigh University,PA,Mid East,Private,50740.0,50740.0,62921.0,Engineering,94100,28900,54200,81900,112600,137400
Lincoln University,PA,Mid East,Public,11379.0,17151.0,26226.0,Health,36200,6800,19000,34600,49200,62000
Lock Haven University,PA,Mid East,Public,10576.0,20056.0,23299.0,Health,43400,12100,26600,41500,55700,68900
Luzerne County Community College,PA,Mid East,Public,5160.0,13440.0,11417.0,Health,35200,6800,17700,31500,47900,63500
Lycoming College,PA,Mid East,Private,38618.0,38618.0,51140.0,Social science,49400,15200,33100,45700,63600,81800
Manor College,PA,Mid East,Private,17029.0,17029.0,24479.0,Health,41300,9400,22100,38100,55100,72600
Mansfield University of Pennsylvania,PA,Mid East,Public,12316.0,22008.0,26665.0,Health,41300,9000,24300,38600,53900,67800
Marywood University,PA,Mid East,Private,33940.0,33940.0,45971.0,Health,43200,11600,23900,39600,53800,70100
Vet Tech Institute,PA,Mid East,Private,14980.0,14980.0,21540.0,Health,26700,4200,14100,26400,35700,42700
Mercyhurst University,PA,Mid East,Private,36320.0,36320.0,47803.0,Business Marketing,44200,10900,25900,40300,55900,71700
Messiah College,PA,Mid East,Private,34160.0,34160.0,45919.0,Health,50500,10200,29800,45100,64600,78100
The Workforce Institute's City College,PA,Mid East,Private,12097.0,12097.0,17200.0,Health,23400,3900,9000,18100,33800,45700
Millersville University of Pennsylvania,PA,Mid East,Public,11858.0,21560.0,25898.0,Business Marketing,46000,14200,29700,43500,57500,71000
Misericordia University,PA,Mid East,Private,31660.0,31660.0,44582.0,Health,54400,16400,35600,50400,70500,81700
Montgomery County Community College,PA,Mid East,Public,5730.0,14970.0,12745.0,Humanities,41100,8300,20800,37300,55100,72600
Moore College of Art and Design,PA,Mid East,Private,39833.0,39833.0,54838.0,Visual Performing,36600,4900,16300,33300,49500,57600
Moravian College,PA,Mid East,Private,42024.0,42024.0,54220.0,Health,55100,13800,34500,51100,68300,86900
Mount Aloysius College,PA,Mid East,Private,22430.0,22430.0,34402.0,Health,43200,9800,26600,40800,58300,70200
Muhlenberg College,PA,Mid East,Private,50830.0,50830.0,62114.0,Business Marketing,65300,22300,42100,59400,82300,108500
Neumann University,PA,Mid East,Private,30050.0,30050.0,41734.0,Health,47200,11900,28600,44300,63100,79500
Northampton County Area Community College,PA,Mid East,Public,4230.0,13620.0,13794.0,Health,36400,7100,18200,32000,49600,65400
